Employee_Index,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,BusinessTravel,Education,EducationField,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsSinceLastPromotion,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Risk_Level
993,30,Male,Divorced,Sales,Sales Executive,3,23130,7,7,12.0,2.0,7,Travel_Rarely,3,Life Sciences,1.0,3.0,3.0,3,3,11,0,5,1,0,0,0.0,
995,33,Male,Single,Research & Development,Sales Representative,1,25960,11,7,13.0,8.0,2,Non-Travel,4,Medical,2.0,4.0,2.0,3,3,14,1,4,1,0,0,0.0,
996,49,Male,Single,Sales,Sales Executive,1,47280,5,4,8.0,3.0,3,Travel_Rarely,4,Marketing,4.0,4.0,4.0,3,3,11,1,4,0,0,0,0.0,
1000,29,Female,Divorced,Research & Development,Sales Representative,2,55930,1,0,1.0,1.0,3,Travel_Rarely,4,Other,1.0,4.0,3.0,3,3,13,1,3,0,0,0,0.0,
1006,55,Female,Married,Research & Development,Sales Executive,1,73510,1,0,34.0,8.0,3,Travel_Rarely,2,Life Sciences,1.0,3.0,3.0,3,4,20,1,3,0,0,0,0.0,
122,24,Female,Divorced,Research & Development,Manager,5,28970,5,3,5.0,1.0,1,Travel_Rarely,3,Life Sciences,3.0,4.0,4.0,3,3,18,3,4,0,0,0,0.0,
128,37,Male,Divorced,Research & Development,Sales Executive,1,133410,18,17,18.0,1.0,10,Travel_Rarely,1,Technical Degree,1.0,4.0,2.0,3,3,14,1,3,12,0,0,0.0,
4033,48,Male,Divorced,Research & Development,Research Director,2,197400,22,7,24.0,3.0,2,Travel_Frequently,3,Life Sciences,4.0,4.0,3.0,4,3,14,0,2,4,0,0,0.0,
4042,31,Female,Divorced,Sales,Manufacturing Director,3,182130,2,2,4.0,8.0,25,Travel_Rarely,2,Life Sciences,3.0,1.0,2.0,4,4,21,2,3,2,0,0,0.0,
4049,27,Male,Married,Sales,Healthcare Representative,2,135770,5,2,6.0,1.0,3,Travel_Rarely,2,Technical Degree,2.0,2.0,2.0,3,3,12,1,2,1,0,0,0.0,
4050,34,Female,Married,Research & Development,Manufacturing Director,2,26250,15,11,16.0,1.0,9,Travel_Frequently,4,Life Sciences,4.0,3.0,3.0,3,3,12,3,4,6,0,0,0.0,
4055,38,Female,Divorced,Research & Development,Manager,1,44440,20,7,20.0,1.0,4,Travel_Frequently,2,Medical,2.0,4.0,3.0,3,3,13,0,2,0,0,0,0.0,
4059,49,Male,Married,Sales,Research Scientist,2,35060,5,3,28.0,3.0,11,Travel_Frequently,4,Life Sciences,4.0,2.0,3.0,2,3,11,1,4,4,0,0,0.0,
628,30,Female,Married,Sales,Research Scientist,1,90710,11,7,12.0,0.0,9,Travel_Rarely,3,Marketing,2.0,4.0,3.0,2,3,19,1,2,5,0,0,0.0,
765,56,Male,Married,Research & Development,Sales Representative,2,42580,3,0,5.0,2.0,10,Travel_Rarely,4,Other,1.0,1.0,4.0,3,3,16,0,2,1,0,0,0.0,
2002,33,Female,Divorced,Sales,Sales Executive,4,39830,3,2,9.0,4.0,23,Travel_Rarely,4,Marketing,4.0,4.0,3.0,3,3,12,0,3,1,0,0,0.0,
2011,42,Male,Married,Research & Development,Research Scientist,4,60320,22,7,23.0,0.0,11,Travel_Rarely,1,Life Sciences,1.0,4.0,3.0,2,3,14,0,2,13,0,0,0.0,
640,43,Male,Married,Research & Development,Laboratory Technician,3,168350,8,7,25.0,3.0,11,Travel_Rarely,2,Life Sciences,4.0,3.0,3.0,3,3,17,1,3,0,0,0,0.0,
2353,30,Female,Married,Research & Development,Research Director,1,21210,6,1,6.0,1.0,4,Travel_Rarely,3,Medical,2.0,2.0,2.0,3,3,13,1,2,1,0,0,0.0,
2357,36,Male,Married,Research & Development,Manufacturing Director,2,67250,3,1,7.0,9.0,18,Travel_Rarely,1,Medical,3.0,3.0,3.0,3,3,17,1,3,1,0,0,0.0,
2341,42,Female,Single,Research & Development,Manager,5,40140,1,1,24.0,8.0,8,Travel_Rarely,2,Life Sciences,4.0,4.0,3.0,3,3,13,1,3,0,0,0,0.0,
2342,35,Female,Married,Sales,Laboratory Technician,2,74030,10,8,10.0,1.0,4,Travel_Rarely,3,Medical,3.0,2.0,2.0,3,3,12,1,4,6,0,0,0.0,
2344,40,Male,Married,Research & Development,Laboratory Technician,2,69320,5,2,5.0,1.0,1,Travel_Rarely,4,Life Sciences,1.0,4.0,3.0,3,3,13,0,5,1,0,0,0.0,
2345,43,Male,Divorced,Research & Development,Manager,1,46780,6,2,8.0,5.0,1,Travel_Rarely,1,Other,2.0,4.0,3.0,4,4,25,1,0,0,0,0,0.0,
4070,32,Male,Divorced,Research & Development,Manager,3,62090,5,2,9.0,5.0,3,Non-Travel,1,Life Sciences,4.0,3.0,3.0,4,3,17,1,5,1,0,0,0.0,
4074,35,Male,Married,Research & Development,Sales Representative,2,48830,10,9,10.0,1.0,5,Travel_Rarely,3,Life Sciences,4.0,3.0,3.0,1,3,18,1,1,0,0,0,0.0,
2332,38,Female,Single,Research & Development,Manufacturing Director,1,27780,3,2,8.0,2.0,2,Travel_Rarely,3,Life Sciences,2.0,2.0,4.0,2,3,13,0,5,1,0,0,0.0,
2336,39,Female,Married,Sales,Sales Executive,1,20080,7,6,11.0,2.0,2,Travel_Rarely,2,Medical,3.0,4.0,3.0,3,3,12,0,3,7,0,0,0.0,
2338,50,Female,Married,Research & Development,Laboratory Technician,1,27990,1,0,27.0,4.0,4,Travel_Rarely,2,Medical,3.0,3.0,3.0,1,3,12,1,0,0,0,0,0.0,
2303,33,Male,Single,Research & Development,Research Scientist,1,42560,5,2,5.0,1.0,1,Travel_Rarely,1,Life Sciences,2.0,4.0,3.0,3,3,13,3,1,0,0,0,0.0,
2305,42,Male,Married,Human Resources,Manufacturing Director,2,31620,20,9,24.0,2.0,1,Travel_Frequently,4,Technical Degree,4.0,4.0,1.0,3,3,17,2,1,13,0,0,0.0,
2306,40,Female,Married,Sales,Manufacturing Director,1,65240,8,1,9.0,0.0,10,Travel_Rarely,1,Life Sciences,1.0,1.0,4.0,4,3,13,1,2,7,0,0,0.0,
2307,33,Female,Married,Research & Development,Manufacturing Director,2,28990,15,7,15.0,1.0,9,Travel_Rarely,3,Medical,3.0,2.0,3.0,2,3,17,0,3,5,0,0,0.0,
2308,40,Male,Single,Sales,Manufacturing Director,1,52310,21,7,21.0,1.0,5,Travel_Rarely,5,Life Sciences,4.0,3.0,3.0,3,3,12,2,4,7,0,0,0.0,
2319,38,Male,Married,Sales,Manufacturing Director,1,52040,6,2,10.0,3.0,9,Travel_Frequently,3,Marketing,3.0,3.0,3.0,3,3,13,1,2,1,0,0,0.0,
100,36,Male,Single,Human Resources,Laboratory Technician,2,24320,1,0,7.0,4.0,28,Non-Travel,3,Human Resources,4.0,4.0,3.0,1,4,22,0,4,0,0,0,0.0,
1192,35,Female,Single,Research & Development,Healthcare Representative,2,23940,9,7,9.0,1.0,16,Travel_Rarely,3,Medical,4.0,3.0,3.0,3,3,16,1,3,1,0,0,0.0,
1193,38,Male,Married,Research & Development,Sales Representative,3,39040,10,9,10.0,1.0,23,Travel_Rarely,3,Medical,4.0,1.0,3.0,2,4,22,0,3,1,0,0,0.0,
1195,36,Male,Married,Research & Development,Healthcare Representative,1,29500,6,0,8.0,4.0,22,Travel_Rarely,4,Life Sciences,4.0,2.0,2.0,2,3,14,0,1,0,0,0,0.0,
4041,34,Female,Married,Research & Development,Laboratory Technician,3,25850,4,1,9.0,3.0,8,Travel_Rarely,1,Life Sciences,4.0,4.0,2.0,3,3,12,0,5,0,0,0,0.0,
1196,45,Male,Single,Sales,Laboratory Technician,1,36290,5,1,8.0,8.0,24,Travel_Rarely,3,Life Sciences,3.0,4.0,3.0,4,3,16,1,2,0,0,0,0.0,
1197,40,Male,Single,Sales,Research Scientist,1,93620,2,2,8.0,2.0,10,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,3,3,11,1,6,2,0,0,0.0,
1199,40,Male,Married,Research & Development,Manager,1,35780,5,2,20.0,2.0,17,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,3,3,14,1,2,0,0,0,0.0,
2320,35,Male,Single,Sales,Sales Executive,1,22770,3,2,3.0,1.0,7,Travel_Rarely,2,Life Sciences,1.0,4.0,3.0,3,3,12,1,2,1,0,0,0.0,
2321,30,Male,Married,Research & Development,Research Director,5,27950,4,3,9.0,3.0,14,Travel_Rarely,3,Technical Degree,2.0,3.0,3.0,3,3,13,0,4,1,0,0,0.0,
2325,32,Female,Married,Research & Development,Research Scientist,5,23800,6,2,9.0,4.0,10,Non-Travel,4,Life Sciences,1.0,4.0,2.0,3,3,13,0,5,1,0,0,0.0,
2328,55,Female,Married,Research & Development,Laboratory Technician,1,26930,36,13,36.0,1.0,11,Travel_Rarely,1,Medical,4.0,3.0,3.0,2,3,18,0,6,2,0,0,0.0,
2329,34,Male,Married,Research & Development,Research Scientist,2,65860,2,1,9.0,9.0,2,Travel_Rarely,2,Life Sciences,4.0,2.0,2.0,3,3,18,1,3,2,0,0,0.0,
2024,43,Female,Married,Research & Development,Laboratory Technician,2,96990,8,1,18.0,8.0,5,Travel_Frequently,3,Medical,1.0,3.0,3.0,3,3,19,1,3,0,0,0,0.0,
2029,36,Male,Single,Research & Development,Sales Representative,3,34520,11,9,18.0,2.0,1,Non-Travel,3,Medical,4.0,1.0,3.0,4,3,13,3,4,0,0,0,0.0,
2031,28,Male,Married,Sales,Sales Executive,1,93550,5,4,6.0,0.0,2,Travel_Rarely,4,Marketing,2.0,1.0,1.0,3,3,11,0,4,0,0,0,0.0,
2036,42,Female,Single,Sales,Healthcare Representative,1,22010,1,0,16.0,4.0,21,Travel_Rarely,2,Life Sciences,4.0,2.0,3.0,4,3,12,1,3,0,0,0,0.0,
656,55,Female,Divorced,Research & Development,Manager,2,48590,33,0,34.0,1.0,27,Non-Travel,3,Life Sciences,2.0,4.0,3.0,4,4,24,1,3,15,0,0,0.0,
109,50,Female,Single,Research & Development,Laboratory Technician,3,98880,4,3,20.0,6.0,9,Travel_Rarely,3,Medical,4.0,4.0,3.0,3,3,15,0,2,1,0,0,0.0,
111,31,Male,Single,Research & Development,Human Resources,4,28670,2,2,3.0,0.0,1,Travel_Rarely,3,Life Sciences,2.0,3.0,3.0,3,4,24,0,5,2,0,0,0.0,
4067,34,Female,Divorced,Research & Development,Research Director,1,33390,8,1,9.0,1.0,19,Travel_Rarely,3,Technical Degree,3.0,4.0,2.0,2,3,16,0,2,1,0,0,0.0,
2287,32,Female,Single,Research & Development,Laboratory Technician,3,44030,5,0,10.0,2.0,7,Travel_Rarely,3,Life Sciences,4.0,3.0,4.0,2,4,20,0,3,0,0,0,0.0,
2288,54,Female,Divorced,Sales,Research Scientist,4,37610,14,12,26.0,3.0,10,Travel_Frequently,3,Life Sciences,4.0,2.0,3.0,2,3,12,0,3,1,0,0,0.0,
645,29,Male,Divorced,Sales,Laboratory Technician,1,65820,6,0,6.0,1.0,17,Travel_Rarely,4,Medical,4.0,3.0,3.0,3,3,19,1,3,1,0,0,0.0,
4128,34,Female,Married,Sales,Laboratory Technician,1,62320,8,7,8.0,1.0,1,Travel_Rarely,3,Medical,3.0,4.0,3.0,3,3,13,1,3,1,0,0,0.0,
4129,36,Female,Divorced,Sales,Human Resources,1,132470,15,11,15.0,1.0,1,Non-Travel,1,Medical,4.0,4.0,2.0,3,3,14,0,3,11,0,0,0.0,
4130,41,Male,Divorced,Research & Development,Healthcare Representative,1,40810,5,4,14.0,2.0,1,Travel_Rarely,5,Medical,2.0,3.0,3.0,3,3,13,0,3,0,0,0,0.0,
4092,40,Female,Married,Research & Development,Research Scientist,5,35440,11,10,15.0,3.0,8,Travel_Rarely,1,Medical,2.0,2.0,3.0,2,3,18,3,3,5,0,0,0.0,
4093,25,Female,Married,Sales,Laboratory Technician,2,85000,2,2,6.0,4.0,20,Travel_Rarely,5,Medical,2.0,3.0,3.0,3,3,12,0,2,1,0,0,0.0,
1177,44,Female,Single,Research & Development,Sales Representative,1,26100,4,2,6.0,6.0,8,Travel_Rarely,1,Life Sciences,4.0,2.0,3.0,3,3,15,0,2,1,0,0,0.0,
1179,39,Female,Single,Research & Development,Research Director,2,47240,6,3,21.0,2.0,3,Non-Travel,4,Life Sciences,4.0,4.0,2.0,4,3,12,1,4,1,0,0,0.0,
1182,36,Male,Divorced,Research & Development,Sales Executive,2,105960,4,2,18.0,7.0,16,Travel_Frequently,1,Medical,2.0,4.0,3.0,2,3,15,0,3,0,0,0,0.0,
1188,34,Female,Married,Sales,Laboratory Technician,1,62320,8,7,8.0,1.0,1,Travel_Rarely,3,Medical,3.0,4.0,3.0,3,3,13,1,3,1,0,0,0.0,
1189,36,Female,Divorced,Sales,Human Resources,1,132470,15,11,15.0,1.0,1,Non-Travel,1,Medical,4.0,4.0,2.0,3,3,14,0,3,11,0,0,0.0,
1190,41,Male,Divorced,Research & Development,Healthcare Representative,1,40810,5,4,14.0,2.0,1,Travel_Rarely,5,Medical,2.0,3.0,3.0,3,3,13,0,3,0,0,0,0.0,
4097,33,Male,Divorced,Research & Development,Research Scientist,2,140260,1,0,1.0,1.0,1,Non-Travel,3,Life Sciences,3.0,2.0,2.0,3,3,12,0,4,0,0,0,0.0,
4098,38,Female,Married,Research & Development,Sales Executive,2,68930,15,8,16.0,0.0,19,Travel_Rarely,3,Life Sciences,2.0,4.0,3.0,3,3,17,0,3,5,0,0,0.0,
4135,36,Male,Married,Research & Development,Healthcare Representative,1,29500,6,0,8.0,4.0,22,Travel_Rarely,4,Life Sciences,4.0,2.0,2.0,2,3,14,0,1,0,0,0,0.0,
4136,45,Male,Single,Sales,Laboratory Technician,1,36290,5,1,8.0,8.0,24,Travel_Rarely,3,Life Sciences,3.0,4.0,3.0,4,3,16,1,2,0,0,0,0.0,
4137,40,Male,Single,Sales,Research Scientist,1,93620,2,2,8.0,2.0,10,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,3,3,11,1,6,2,0,0,0.0,
4139,40,Male,Married,Research & Development,Manager,1,35780,5,2,20.0,2.0,17,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,3,3,14,1,2,0,0,0,0.0,
4099,31,Female,Married,Research & Development,Sales Executive,3,61250,2,2,3.0,0.0,10,Travel_Rarely,4,Medical,3.0,1.0,3.0,3,3,13,1,3,1,0,0,0.0,
4107,33,Male,Married,Sales,Healthcare Representative,3,16110,9,1,10.0,0.0,3,Travel_Rarely,4,Medical,4.0,2.0,3.0,2,3,14,0,2,8,0,0,0.0,
4117,44,Female,Single,Research & Development,Sales Representative,1,26100,4,2,6.0,6.0,8,Travel_Rarely,1,Life Sciences,4.0,2.0,3.0,3,3,15,0,2,1,0,0,0.0,
4119,39,Female,Single,Research & Development,Research Director,2,47240,6,3,21.0,2.0,3,Non-Travel,4,Life Sciences,4.0,4.0,2.0,4,3,12,1,4,1,0,0,0.0,
4122,36,Male,Divorced,Research & Development,Sales Executive,2,105960,4,2,18.0,7.0,16,Travel_Frequently,1,Medical,2.0,4.0,3.0,2,3,15,0,3,0,0,0,0.0,
2290,44,Male,Married,Sales,Sales Representative,1,107610,20,17,24.0,3.0,26,Travel_Rarely,1,Marketing,1.0,4.0,4.0,2,3,11,1,5,14,0,0,0.0,
2291,39,Female,Single,Sales,Laboratory Technician,2,51750,2,2,9.0,4.0,6,Travel_Rarely,1,Technical Degree,2.0,2.0,3.0,4,3,17,1,2,2,0,0,0.0,
2301,37,Male,Married,Research & Development,Research Scientist,1,20220,10,7,10.0,1.0,2,Travel_Rarely,2,Medical,4.0,1.0,3.0,3,3,12,0,1,3,0,0,0.0,
2275,29,Female,Divorced,Sales,Sales Executive,1,128080,10,4,10.0,1.0,10,Travel_Rarely,2,Life Sciences,3.0,3.0,3.0,3,3,13,0,6,0,0,0,0.0,
2276,30,Male,Divorced,Research & Development,Sales Executive,3,102210,5,3,6.0,0.0,1,Travel_Rarely,2,Life Sciences,3.0,3.0,4.0,3,3,19,1,2,1,0,0,0.0,
2277,55,Male,Married,Sales,Research Scientist,2,47790,3,2,4.0,0.0,20,Travel_Rarely,3,Marketing,3.0,4.0,3.0,3,3,14,1,6,1,0,0,0.0,
2283,49,Female,Married,Research & Development,Research Scientist,1,34240,3,2,10.0,4.0,5,Travel_Rarely,4,Life Sciences,1.0,3.0,3.0,3,3,11,0,3,1,0,0,0.0,
4133,38,Male,Married,Research & Development,Sales Representative,3,39040,10,9,10.0,1.0,23,Travel_Rarely,3,Medical,4.0,1.0,3.0,2,4,22,0,3,1,0,0,0.0,
1157,33,Male,Divorced,Research & Development,Research Scientist,2,140260,1,0,1.0,1.0,1,Non-Travel,3,Life Sciences,3.0,2.0,2.0,3,3,12,0,4,0,0,0,0.0,
1158,38,Female,Married,Research & Development,Sales Executive,2,68930,15,8,16.0,0.0,19,Travel_Rarely,3,Life Sciences,2.0,4.0,3.0,3,3,17,0,3,5,0,0,0.0,
1159,31,Female,Married,Research & Development,Sales Executive,3,61250,2,2,3.0,0.0,10,Travel_Rarely,4,Medical,3.0,1.0,3.0,3,3,13,1,3,1,0,0,0.0,
1167,33,Male,Married,Sales,Healthcare Representative,3,16110,9,1,10.0,0.0,3,Travel_Rarely,4,Medical,4.0,2.0,3.0,2,3,14,0,2,8,0,0,0.0,
647,29,Female,Divorced,Research & Development,Healthcare Representative,2,48050,7,7,9.0,2.0,3,Travel_Rarely,3,Technical Degree,4.0,4.0,2.0,3,3,16,1,2,1,0,0,0.0,
650,33,Female,Divorced,Research & Development,Research Scientist,2,161840,9,8,10.0,0.0,8,Travel_Rarely,2,Life Sciences,3.0,4.0,3.0,4,3,13,1,2,0,0,0,0.0,
2017,45,Female,Married,Research & Development,Human Resources,2,125040,15,12,15.0,1.0,1,Non-Travel,3,Medical,3.0,2.0,3.0,3,3,12,1,2,4,0,0,0.0,
2020,29,Female,Divorced,Research & Development,Research Scientist,4,52960,7,7,11.0,4.0,8,Travel_Rarely,3,Medical,4.0,3.0,3.0,4,3,14,0,3,1,0,0,0.0,
668,43,Female,Single,Research & Development,Laboratory Technician,1,195020,21,17,23.0,3.0,7,Travel_Rarely,2,Medical,4.0,4.0,4.0,4,3,18,2,3,15,0,0,0.0,
2037,29,Female,Married,Sales,Healthcare Representative,2,65400,10,2,10.0,1.0,4,Travel_Rarely,2,Other,4.0,2.0,2.0,1,4,22,0,2,1,0,0,0.0,
2042,41,Male,Married,Research & Development,Research Scientist,2,25430,1,0,6.0,3.0,4,Travel_Rarely,2,Medical,4.0,2.0,3.0,3,3,12,0,3,0,0,0,0.0,
2045,27,Female,Married,Research & Development,Healthcare Representative,1,42600,4,2,4.0,1.0,6,Travel_Rarely,2,Medical,3.0,4.0,3.0,3,3,11,2,2,2,0,0,0.0,
738,27,Male,Married,Research & Development,Human Resources,1,37080,6,4,6.0,1.0,2,Travel_Rarely,4,Life Sciences,4.0,4.0,3.0,3,3,16,2,2,4,0,0,0.0,
741,42,Female,Married,Sales,Research Scientist,3,26420,20,9,21.0,0.0,23,Travel_Rarely,3,Marketing,1.0,3.0,3.0,3,3,13,1,3,0,0,0,0.0,
744,35,Female,Single,Research & Development,Research Director,2,61420,2,2,10.0,2.0,6,Travel_Frequently,4,Medical,4.0,3.0,3.0,3,3,15,1,2,2,0,0,0.0,
83,38,Male,Divorced,Research & Development,Laboratory Technician,1,65830,11,9,12.0,0.0,28,Travel_Rarely,4,Medical,4.0,3.0,3.0,3,3,12,0,1,2,0,0,0.0,
4163,29,Male,Single,Sales,Laboratory Technician,2,21270,9,8,10.0,0.0,29,Travel_Rarely,4,Life Sciences,3.0,4.0,3.0,2,3,11,1,3,0,0,0,0.0,
669,36,Male,Single,Research & Development,Healthcare Representative,1,27250,16,12,18.0,9.0,2,Travel_Rarely,4,Medical,2.0,3.0,3.0,2,4,21,1,4,5,0,0,0.0,
672,51,Male,Single,Sales,Research Scientist,2,182000,7,7,8.0,0.0,21,Travel_Frequently,4,Medical,3.0,2.0,2.0,3,3,17,0,3,7,0,0,0.0,
2257,40,Male,Divorced,Research & Development,Laboratory Technician,3,167520,3,2,8.0,2.0,2,Travel_Rarely,4,Life Sciences,3.0,3.0,4.0,3,3,18,1,3,1,0,0,0.0,
2260,34,Female,Single,Research & Development,Sales Representative,1,192460,13,12,15.0,3.0,10,Travel_Rarely,4,Life Sciences,1.0,4.0,3.0,3,3,15,1,5,3,0,0,0.0,
2266,49,Female,Divorced,Research & Development,Sales Executive,2,50940,8,7,29.0,3.0,7,Travel_Rarely,3,Technical Degree,2.0,3.0,3.0,3,3,15,0,5,0,0,0,0.0,
2239,34,Male,Married,Research & Development,Sales Executive,1,32800,5,2,7.0,5.0,9,Travel_Rarely,2,Medical,2.0,4.0,2.0,3,3,13,0,3,0,0,0,0.0,
2241,40,Male,Divorced,Sales,Sales Executive,1,43420,8,7,11.0,3.0,3,Non-Travel,2,Life Sciences,3.0,3.0,4.0,2,3,11,1,6,0,0,0,0.0,
2250,48,Male,Divorced,Research & Development,Research Scientist,2,16010,2,2,15.0,4.0,24,Travel_Rarely,3,Technical Degree,1.0,3.0,3.0,3,3,12,0,3,2,0,0,0.0,
2252,40,Female,Divorced,Research & Development,Sales Executive,1,31490,9,8,16.0,2.0,25,Non-Travel,4,Other,2.0,4.0,3.0,2,3,15,1,1,4,0,0,0.0,
2253,28,Female,Single,Research & Development,Research Scientist,1,176390,5,3,6.0,0.0,1,Travel_Rarely,2,Technical Degree,1.0,4.0,3.0,3,3,13,1,0,1,0,0,0.0,
4164,31,Male,Divorced,Research & Development,Laboratory Technician,2,39750,5,3,5.0,1.0,2,Travel_Rarely,2,Medical,3.0,1.0,2.0,3,3,15,1,3,4,0,0,0.0,
4168,32,Female,Divorced,Human Resources,Research Director,2,74460,6,5,7.0,0.0,22,Travel_Rarely,3,Human Resources,2.0,1.0,2.0,3,3,19,0,3,0,0,0,0.0,
4170,53,Male,Married,Research & Development,Manager,2,21090,25,7,31.0,2.0,11,Travel_Rarely,3,Medical,4.0,1.0,3.0,3,3,13,0,3,3,0,0,0.0,
4132,35,Female,Single,Research & Development,Healthcare Representative,2,23940,9,7,9.0,1.0,16,Travel_Rarely,3,Medical,4.0,3.0,3.0,3,3,16,1,3,1,0,0,0.0,
4195,27,Male,Single,Sales,Healthcare Representative,4,31720,9,7,9.0,1.0,24,Travel_Frequently,3,Life Sciences,3.0,4.0,3.0,3,4,20,1,1,1,0,0,0.0,
4171,38,Female,Single,Research & Development,Manufacturing Director,1,37220,3,2,6.0,5.0,29,Travel_Rarely,3,Life Sciences,4.0,4.0,3.0,3,3,14,0,0,1,0,0,0.0,
2256,49,Male,Married,Research & Development,Laboratory Technician,3,53240,3,2,20.0,2.0,7,Travel_Rarely,3,Life Sciences,3.0,1.0,2.0,1,3,19,0,2,1,0,0,0.0,
661,59,Male,Single,Research & Development,Research Scientist,2,165950,9,4,25.0,6.0,4,Travel_Rarely,2,Life Sciences,4.0,4.0,2.0,3,4,21,1,2,5,0,0,0.0,
664,44,Male,Divorced,Research & Development,Research Scientist,2,47070,25,13,26.0,1.0,3,Travel_Rarely,4,Life Sciences,1.0,3.0,2.0,1,3,17,0,4,14,0,0,0.0,
665,34,Male,Married,Sales,Sales Executive,2,24000,10,8,14.0,4.0,1,Travel_Frequently,3,Life Sciences,2.0,3.0,4.0,3,3,18,1,3,1,0,0,0.0,
2220,54,Female,Single,Sales,Manager,2,22970,20,7,29.0,6.0,1,Travel_Rarely,3,Medical,4.0,4.0,2.0,2,3,18,2,2,12,0,0,0.0,
2222,55,Female,Divorced,Research & Development,Research Scientist,3,50930,7,0,31.0,2.0,7,Travel_Rarely,3,Life Sciences,4.0,2.0,4.0,3,3,16,1,3,0,0,0,0.0,
750,54,Female,Single,Sales,Manager,2,22970,20,7,29.0,6.0,1,Travel_Rarely,3,Medical,4.0,4.0,2.0,2,3,18,2,2,12,0,0,0.0,
752,55,Female,Divorced,Research & Development,Research Scientist,3,50930,7,0,31.0,2.0,7,Travel_Rarely,3,Life Sciences,4.0,2.0,4.0,3,3,16,1,3,0,0,0,0.0,
2056,30,Female,Married,Research & Development,Manufacturing Director,1,34480,10,4,10.0,1.0,7,Travel_Rarely,2,Life Sciences,3.0,3.0,3.0,3,3,11,0,3,1,0,0,0.0,
2058,35,Female,Divorced,Research & Development,Research Scientist,2,65380,7,4,15.0,2.0,18,Travel_Rarely,5,Medical,2.0,3.0,4.0,3,3,16,1,3,6,0,0,0.0,
2059,34,Male,Single,Research & Development,Research Director,1,43060,13,9,14.0,0.0,6,Travel_Frequently,2,Life Sciences,1.0,4.0,3.0,3,3,11,0,2,4,0,0,0.0,
1152,40,Female,Married,Research & Development,Research Scientist,5,35440,11,10,15.0,3.0,8,Travel_Rarely,1,Medical,2.0,2.0,3.0,2,3,18,3,3,5,0,0,0.0,
1153,25,Female,Married,Sales,Laboratory Technician,2,85000,2,2,6.0,4.0,20,Travel_Rarely,5,Medical,2.0,3.0,3.0,3,3,12,0,2,1,0,0,0.0,
4172,24,Male,Divorced,Research & Development,Research Scientist,3,93800,4,3,5.0,0.0,1,Non-Travel,5,Life Sciences,3.0,1.0,2.0,2,3,16,0,2,1,0,0,0.0,
86,35,Male,Single,Sales,Manager,3,25440,16,13,17.0,0.0,16,Travel_Rarely,2,Technical Degree,2.0,3.0,3.0,4,3,13,1,3,0,0,0,0.0,
88,41,Female,Single,Research & Development,Laboratory Technician,1,54870,5,2,8.0,6.0,9,Travel_Rarely,2,Life Sciences,2.0,4.0,3.0,3,3,19,2,0,1,0,0,0.0,
91,29,Male,Married,Sales,Human Resources,2,57360,4,2,4.0,1.0,22,Non-Travel,4,Marketing,3.0,4.0,2.0,2,4,22,0,1,0,0,0,0.0,
95,37,Male,Divorced,Research & Development,Manufacturing Director,2,54670,7,7,13.0,4.0,8,Travel_Rarely,5,Technical Degree,1.0,3.0,3.0,3,3,12,0,2,6,0,0,0.0,
96,30,Male,Married,Sales,Healthcare Representative,1,53800,2,2,4.0,7.0,25,Non-Travel,4,Other,3.0,4.0,4.0,3,4,21,1,0,2,0,0,0.0,
4177,53,Male,Divorced,Sales,Human Resources,5,31620,14,8,26.0,4.0,2,Travel_Rarely,1,Life Sciences,3.0,3.0,2.0,3,3,15,0,4,4,0,0,0.0,
4179,42,Male,Married,Research & Development,Laboratory Technician,2,66510,9,2,10.0,0.0,10,Travel_Rarely,3,Technical Degree,2.0,3.0,3.0,2,4,20,0,5,4,0,0,0.0,
2235,56,Male,Married,Research & Development,Sales Representative,2,42580,3,0,5.0,2.0,10,Travel_Rarely,4,Other,1.0,1.0,4.0,3,3,16,0,2,1,0,0,0.0,
2070,53,Male,Divorced,Research & Development,Research Director,1,40310,7,7,26.0,3.0,6,Travel_Rarely,4,Life Sciences,3.0,4.0,3.0,2,3,12,1,3,4,0,0,0.0,
2080,28,Male,Married,Research & Development,Research Scientist,2,23510,6,3,6.0,1.0,6,Travel_Rarely,3,Technical Degree,1.0,4.0,3.0,3,3,16,0,4,3,0,0,0.0,
2082,35,Male,Married,Sales,Laboratory Technician,1,180410,7,7,15.0,3.0,4,Travel_Rarely,4,Marketing,1.0,3.0,3.0,2,4,20,1,3,1,0,0,0.0,
2086,30,Male,Divorced,Sales,Sales Executive,1,25460,10,9,10.0,1.0,29,Travel_Rarely,3,Marketing,3.0,3.0,2.0,3,3,14,1,2,8,0,0,0.0,
