Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
27,0,Travel_Rarely,Sales,2,4,Medical,3293,Male,2,Manager,Divorced,33460,1.0,21,1,9.0,2,9,0,8,2,4,3.0,4.0,3.0
35,0,Travel_Rarely,Research & Development,1,3,Medical,3294,Male,1,Research Director,Single,108550,3.0,13,1,17.0,2,8,1,6,3,3,3.0,3.0,4.0
28,0,Travel_Rarely,Sales,1,2,Technical Degree,3295,Female,1,Sales Executive,Married,22310,1.0,12,0,8.0,3,8,7,5,2,3,2.0,2.0,3.0
34,0,Travel_Rarely,Sales,2,5,Life Sciences,3296,Male,4,Research Scientist,Married,23230,0.0,17,0,4.0,2,3,0,2,3,3,3.0,3.0,1.0
26,1,Travel_Frequently,Research & Development,22,4,Other,3297,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,7,3,4,3.0,3.0,3.0
27,0,Non-Travel,Sales,1,3,Technical Degree,3298,Female,1,Sales Executive,Married,27130,1.0,11,0,0.0,2,0,0,0,3,3,4.0,4.0,2.0
51,0,Travel_Rarely,Sales,16,3,Medical,3299,Male,3,Research Scientist,Married,94390,2.0,15,3,29.0,0,20,4,17,3,3,1.0,3.0,2.0
44,0,Travel_Rarely,Sales,24,5,Medical,3300,Female,1,Sales Executive,Single,25660,9.0,11,1,10.0,3,5,2,3,3,3,4.0,2.0,2.0
25,0,Travel_Rarely,Research & Development,17,3,Medical,3301,Male,1,Laboratory Technician,Single,199260,7.0,11,3,6.0,5,4,0,1,4,3,1.0,1.0,2.0
33,0,Travel_Rarely,Research & Development,8,4,Life Sciences,3302,Male,3,Laboratory Technician,Divorced,24510,1.0,13,1,9.0,3,9,0,8,2,3,1.0,1.0,3.0
35,0,Travel_Rarely,Sales,6,4,Medical,3303,Female,2,Manager,Single,94190,1.0,24,1,6.0,5,6,1,1,2,4,3.0,1.0,2.0
36,0,Travel_Rarely,Sales,10,4,Marketing,3304,Male,3,Manager,Married,86860,1.0,13,0,18.0,2,18,4,11,3,3,2.0,4.0,2.0
32,0,Travel_Rarely,Research & Development,3,4,Medical,3305,Female,4,Sales Executive,Divorced,30380,2.0,20,0,8.0,3,5,0,3,3,4,2.0,4.0,2.0
30,0,Travel_Frequently,Research & Development,4,5,Medical,3306,Male,5,Sales Representative,Divorced,30580,9.0,14,1,10.0,2,5,0,3,3,3,2.0,4.0,2.0
53,0,Travel_Rarely,Sales,6,3,Marketing,3307,Male,4,Sales Executive,Married,23250,7.0,18,1,35.0,1,5,0,4,4,3,1.0,4.0,3.0
45,0,Travel_Rarely,Research & Development,1,5,Technical Degree,3308,Male,2,Healthcare Representative,Divorced,20880,4.0,15,3,18.0,2,5,0,2,3,3,4.0,1.0,3.0
32,0,Travel_Rarely,Sales,10,3,Marketing,3309,Female,1,Human Resources,Married,30720,5.0,12,0,9.0,4,5,1,3,1,3,3.0,3.0,2.0
52,0,Travel_Frequently,Research & Development,1,1,Life Sciences,3310,Male,2,Laboratory Technician,Married,50060,3.0,16,1,31.0,2,9,0,0,3,3,3.0,4.0,3.0
37,0,Travel_Rarely,Sales,24,2,Life Sciences,3311,Female,4,Laboratory Technician,Divorced,42570,4.0,15,0,9.0,2,1,0,0,3,3,4.0,3.0,3.0
28,0,Travel_Rarely,Research & Development,21,4,Life Sciences,3312,Female,1,Healthcare Representative,Divorced,25000,1.0,16,2,6.0,3,5,0,4,3,3,2.0,4.0,3.0
22,0,Travel_Rarely,Research & Development,2,2,Life Sciences,3313,Male,1,Sales Representative,Married,11020,6.0,19,0,4.0,3,2,2,2,2,3,4.0,4.0,1.0
44,0,Travel_Rarely,Research & Development,22,3,Medical,3314,Female,1,Laboratory Technician,Married,104530,2.0,11,1,10.0,2,3,0,2,3,3,1.0,4.0,2.0
42,0,Travel_Frequently,Sales,13,4,Life Sciences,3315,Female,2,Laboratory Technician,Single,22880,5.0,16,1,8.0,4,2,2,2,2,3,2.0,4.0,3.0
36,0,Travel_Rarely,Research & Development,14,3,Other,3316,Male,2,Research Scientist,Married,39290,0.0,24,0,6.0,6,5,0,3,2,4,1.0,1.0,3.0
25,0,Travel_Rarely,Sales,11,3,Life Sciences,3317,Female,1,Laboratory Technician,Married,23110,1.0,11,1,5.0,2,5,0,3,3,3,3.0,1.0,3.0
35,0,Travel_Rarely,Research & Development,9,2,Life Sciences,3318,Female,1,Healthcare Representative,Married,31400,1.0,13,1,17.0,2,17,5,15,2,3,4.0,3.0,3.0
35,1,Travel_Frequently,Sales,8,2,Marketing,3319,Female,1,Laboratory Technician,Divorced,36900,1.0,13,1,10.0,2,10,7,8,4,3,4.0,2.0,2.0
32,0,Non-Travel,Research & Development,21,3,Life Sciences,3320,Male,1,Sales Executive,Divorced,44500,0.0,13,0,4.0,3,3,0,2,3,3,4.0,4.0,3.0
25,0,Travel_Rarely,Sales,5,3,Marketing,3321,Female,4,Research Scientist,Married,27560,1.0,12,2,5.0,2,5,0,3,3,3,3.0,1.0,4.0
49,0,Travel_Rarely,Sales,9,3,Technical Degree,3322,Female,2,Sales Representative,Married,190330,2.0,18,1,7.0,5,4,0,2,3,3,3.0,1.0,3.0
24,0,Non-Travel,Research & Development,2,5,Technical Degree,3323,Male,2,Healthcare Representative,Married,187220,0.0,22,1,6.0,3,5,3,4,3,4,1.0,4.0,2.0
32,0,Travel_Frequently,Research & Development,12,5,Medical,3324,Male,1,Research Scientist,Married,95470,1.0,13,1,10.0,3,10,5,3,2,3,2.0,2.0,3.0
38,0,Travel_Rarely,Sales,22,2,Medical,3325,Male,1,Sales Executive,Married,137340,0.0,13,0,3.0,3,2,1,2,4,3,2.0,2.0,3.0
42,0,Travel_Rarely,Research & Development,18,1,Technical Degree,3326,Female,2,Research Scientist,Married,199990,2.0,23,1,17.0,6,5,1,3,3,4,3.0,4.0,2.0
31,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3327,Female,3,Sales Executive,Married,22790,3.0,12,1,8.0,3,6,0,2,3,3,4.0,4.0,3.0
29,1,Travel_Rarely,Sales,3,3,Marketing,3328,Male,3,Laboratory Technician,Divorced,59160,6.0,12,0,5.0,2,3,0,2,3,3,2.0,3.0,3.0
53,0,Travel_Rarely,Research & Development,9,3,Life Sciences,3329,Male,1,Sales Representative,Married,20890,5.0,16,0,28.0,2,2,2,2,2,3,1.0,4.0,3.0
35,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3330,Male,3,Healthcare Representative,Married,167920,3.0,12,1,16.0,3,13,4,8,4,3,4.0,2.0,3.0
37,0,Travel_Frequently,Research & Development,13,4,Life Sciences,3331,Female,3,Human Resources,Married,35640,5.0,11,0,10.0,1,5,0,0,1,3,3.0,4.0,3.0
53,0,Travel_Rarely,Research & Development,1,1,Medical,3332,Male,1,Sales Executive,Single,44250,6.0,22,1,33.0,2,12,3,8,4,4,4.0,4.0,3.0
43,0,Travel_Frequently,Research & Development,1,3,Medical,3333,Male,1,Laboratory Technician,Married,52650,4.0,11,1,12.0,4,5,2,2,3,3,4.0,4.0,2.0
47,0,Travel_Rarely,Sales,15,4,Marketing,3334,Female,3,Research Director,Married,65530,0.0,15,0,8.0,2,7,7,7,3,3,3.0,4.0,3.0
37,0,Non-Travel,Research & Development,1,5,Medical,3335,Female,2,Research Scientist,Single,62610,1.0,12,0,10.0,1,10,0,9,3,3,1.0,2.0,3.0
50,0,Non-Travel,Research & Development,17,3,Medical,3336,Female,1,Laboratory Technician,Divorced,42980,1.0,20,1,31.0,6,31,14,7,3,4,1.0,1.0,3.0
39,0,Travel_Rarely,Research & Development,1,3,Other,3337,Female,3,Human Resources,Married,68040,8.0,14,1,13.0,3,5,0,4,2,3,4.0,4.0,3.0
33,0,Travel_Rarely,Sales,7,3,Life Sciences,3338,Male,2,Manufacturing Director,Divorced,38150,3.0,11,1,7.0,3,4,0,3,3,3,4.0,2.0,4.0
32,1,Travel_Rarely,Research & Development,9,1,Medical,3339,Female,1,Laboratory Technician,Single,27410,1.0,15,1,1.0,5,1,0,1,2,3,1.0,4.0,1.0
29,0,Travel_Rarely,Research & Development,5,4,Life Sciences,3340,Female,4,Healthcare Representative,Divorced,66730,6.0,12,1,8.0,2,4,0,3,4,3,1.0,4.0,3.0
44,0,Travel_Rarely,Research & Development,26,2,Life Sciences,3341,Male,2,Manufacturing Director,Married,76390,1.0,14,0,8.0,6,8,7,1,3,3,2.0,1.0,3.0
28,0,Travel_Rarely,Sales,24,5,Life Sciences,3342,Female,1,Research Scientist,Single,23280,1.0,11,2,4.0,3,4,0,2,3,3,1.0,4.0,3.0
58,1,Travel_Frequently,Sales,9,2,Technical Degree,3343,Male,1,Sales Executive,Divorced,21530,9.0,11,0,3.0,3,1,0,0,3,3,4.0,4.0,2.0
43,0,Travel_Rarely,Sales,7,4,Marketing,3344,Male,2,Sales Executive,Divorced,48760,4.0,16,2,4.0,4,1,0,0,3,3,1.0,2.0,4.0
20,1,Travel_Rarely,Research & Development,11,3,Medical,3345,Male,2,Sales Executive,Single,93960,1.0,12,0,2.0,6,2,0,2,1,3,3.0,3.0,2.0
21,1,Travel_Rarely,Research & Development,1,3,Medical,3346,Male,2,Sales Executive,Single,104000,1.0,13,1,1.0,2,1,0,0,3,3,4.0,4.0,2.0
36,0,Travel_Rarely,Research & Development,26,4,Medical,3347,Male,1,Laboratory Technician,Married,84740,0.0,14,0,17.0,3,16,4,11,3,3,3.0,4.0,2.0
47,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3348,Male,2,Manufacturing Director,Single,99810,1.0,21,1,3.0,3,3,1,2,3,4,4.0,4.0,2.0
22,1,Travel_Rarely,Research & Development,15,4,Life Sciences,3349,Female,1,Laboratory Technician,Married,124900,0.0,13,0,4.0,3,3,0,2,3,3,2.0,3.0,4.0
41,1,Travel_Rarely,Research & Development,23,3,Life Sciences,3350,Female,2,Sales Executive,Divorced,26570,4.0,11,0,10.0,3,7,1,0,4,3,2.0,4.0,2.0
28,0,Travel_Rarely,Research & Development,10,3,Life Sciences,3351,Female,3,Manager,Divorced,135910,5.0,20,1,6.0,2,2,2,2,3,4,3.0,3.0,3.0
39,1,Travel_Rarely,Research & Development,10,4,Life Sciences,3352,Female,4,Human Resources,Married,66960,7.0,11,0,8.0,3,2,2,2,3,3,4.0,1.0,1.0
27,0,Travel_Rarely,Research & Development,1,3,Medical,3353,Male,1,Research Scientist,Single,20580,1.0,14,1,1.0,5,1,0,0,3,3,2.0,3.0,3.0
34,0,Travel_Rarely,Research & Development,12,2,Technical Degree,3354,Male,2,Human Resources,Divorced,88650,1.0,11,1,1.0,0,1,1,0,3,3,2.0,2.0,3.0
42,0,Travel_Rarely,Sales,11,1,Technical Degree,3355,Male,2,Human Resources,Single,59400,7.0,16,0,10.0,2,5,0,3,2,3,3.0,3.0,3.0
33,0,Travel_Rarely,Sales,2,3,Marketing,3356,Female,1,Sales Executive,Single,59140,3.0,16,1,6.0,4,3,0,2,3,3,3.0,1.0,3.0
58,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3357,Male,1,Research Scientist,Divorced,26220,2.0,23,0,24.0,3,6,0,4,3,4,3.0,2.0,3.0
31,0,Travel_Rarely,Sales,1,3,Life Sciences,3358,Female,1,Sales Representative,Married,121850,3.0,14,0,13.0,2,7,5,2,3,3,2.0,3.0,4.0
35,0,Travel_Rarely,Research & Development,2,1,Life Sciences,3359,Male,3,Healthcare Representative,Married,106090,1.0,22,0,10.0,3,10,0,7,3,4,4.0,4.0,1.0
49,0,Travel_Rarely,Research & Development,25,2,Life Sciences,3360,Female,2,Sales Executive,Married,43450,4.0,15,0,29.0,3,26,1,7,2,3,1.0,2.0,2.0
48,0,Travel_Rarely,Research & Development,1,4,Medical,3361,Male,1,Research Scientist,Married,21770,4.0,18,0,13.0,4,0,0,0,3,3,4.0,3.0,2.0
31,0,Non-Travel,Research & Development,1,2,Technical Degree,3362,Female,2,Sales Executive,Married,27930,1.0,16,0,9.0,4,9,0,0,3,3,4.0,3.0,2.0
36,0,Travel_Rarely,Human Resources,2,4,Technical Degree,3363,Male,1,Sales Executive,Single,79180,2.0,12,2,8.0,3,6,0,1,2,3,2.0,4.0,3.0
38,0,Travel_Rarely,Sales,6,3,Other,3364,Male,2,Sales Executive,Married,87890,1.0,11,3,15.0,4,15,5,11,3,3,4.0,1.0,3.0
32,0,Non-Travel,Sales,18,3,Marketing,3365,Male,1,Laboratory Technician,Married,23890,6.0,12,1,5.0,4,3,0,2,2,3,3.0,2.0,3.0
25,1,Travel_Rarely,Research & Development,1,2,Life Sciences,3366,Male,1,Sales Executive,Married,32120,1.0,15,1,1.0,3,1,0,0,2,3,3.0,2.0,3.0
40,0,Travel_Rarely,Research & Development,1,4,Medical,3367,Male,2,Research Scientist,Divorced,192320,2.0,14,1,11.0,3,1,0,0,3,3,1.0,2.0,2.0
26,0,Travel_Frequently,Sales,11,3,Marketing,3368,Male,2,Healthcare Representative,Single,22670,1.0,19,3,7.0,2,7,0,7,2,3,3.0,1.0,3.0
41,0,Travel_Rarely,Research & Development,1,4,Medical,3369,Male,1,Research Scientist,Single,195170,2.0,13,0,20.0,5,18,2,17,3,3,4.0,1.0,3.0
36,0,Travel_Rarely,Research & Development,9,3,Life Sciences,3370,Female,2,Healthcare Representative,Single,24360,4.0,13,0,16.0,3,11,3,9,1,3,3.0,3.0,3.0
19,1,Travel_Rarely,Research & Development,15,3,Life Sciences,3371,Male,2,Research Scientist,Single,160640,1.0,15,1,1.0,3,1,0,0,3,3,4.0,2.0,4.0
20,1,Travel_Rarely,Research & Development,29,3,Life Sciences,3372,Female,3,Laboratory Technician,Single,27070,1.0,11,0,1.0,2,1,0,0,3,3,1.0,1.0,3.0
31,0,Travel_Rarely,Research & Development,1,4,Life Sciences,3373,Male,4,Research Director,Married,190680,0.0,12,0,10.0,1,9,8,5,3,3,4.0,4.0,1.0
40,0,Travel_Frequently,Sales,1,3,Marketing,3374,Male,1,Research Scientist,Divorced,39310,8.0,19,0,3.0,2,1,0,0,2,3,4.0,2.0,3.0
32,0,Travel_Rarely,Research & Development,24,3,Life Sciences,3375,Male,4,Laboratory Technician,Married,37300,1.0,25,1,8.0,4,8,6,3,3,4,3.0,1.0,4.0
36,1,Travel_Rarely,Research & Development,10,3,Medical,3376,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,7,3,3,3.0,4.0,3.0
33,0,Travel_Rarely,Research & Development,1,4,Medical,3377,Female,4,Manufacturing Director,Single,44650,0.0,13,0,6.0,3,5,1,4,3,3,2.0,4.0,3.0
37,1,Travel_Rarely,Sales,10,4,Marketing,3378,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,7,2,3,1.0,3.0,1.0
45,0,Non-Travel,Research & Development,8,1,Life Sciences,3379,Male,2,Sales Executive,Married,33190,1.0,12,1,9.0,3,9,0,8,3,3,3.0,2.0,2.0
29,0,Travel_Frequently,Research & Development,29,1,Life Sciences,3380,Male,1,Sales Representative,Married,192020,1.0,12,0,3.0,5,3,0,2,3,3,3.0,4.0,3.0
35,0,Travel_Rarely,Human Resources,1,3,Human Resources,3381,Male,3,Laboratory Technician,Married,136750,1.0,15,3,5.0,5,5,1,0,2,3,3.0,3.0,3.0
52,0,Travel_Rarely,Research & Development,5,4,Other,3382,Male,1,Laboratory Technician,Married,29110,2.0,17,2,26.0,3,9,7,8,3,3,4.0,4.0,2.0
58,1,Travel_Rarely,Sales,9,2,Medical,3383,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,0,1,3,4.0,3.0,3.0
53,0,Travel_Rarely,Research & Development,9,3,Technical Degree,3384,Male,1,Manager,Divorced,39200,6.0,16,1,22.0,3,17,15,2,3,3,3.0,3.0,4.0
30,0,Travel_Rarely,Sales,3,4,Marketing,3385,Male,1,Sales Executive,Divorced,64340,5.0,14,1,10.0,3,8,7,7,2,3,3.0,3.0,4.0
38,0,Non-Travel,Sales,4,3,Life Sciences,3386,Male,2,Research Director,Single,100480,1.0,23,1,6.0,2,5,1,3,3,4,3.0,4.0,3.0
35,0,Travel_Rarely,Sales,1,2,Life Sciences,3387,Female,2,Healthcare Representative,Divorced,109380,6.0,14,2,12.0,2,10,0,8,1,3,4.0,4.0,3.0
39,0,Travel_Rarely,Sales,1,1,Marketing,3388,Male,2,Research Scientist,Single,23400,0.0,11,1,9.0,2,8,0,7,2,3,3.0,3.0,3.0
40,1,Non-Travel,Research & Development,2,4,Life Sciences,3389,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,0,3,3,2.0,2.0,2.0
47,0,Travel_Frequently,Research & Development,7,4,Life Sciences,3390,Male,3,Sales Executive,Divorced,69310,1.0,11,0,20.0,3,19,2,7,3,3,3.0,3.0,4.0
36,0,Non-Travel,Sales,28,1,Life Sciences,3391,Male,2,Research Scientist,Divorced,48980,4.0,13,1,12.0,3,7,0,7,3,3,1.0,4.0,3.0
31,1,Non-Travel,Research & Development,28,4,Medical,3392,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2,3,4,3.0,1.0,3.0
33,0,Non-Travel,Sales,15,3,Other,3393,Male,4,Research Director,Single,194360,1.0,19,2,10.0,4,10,6,0,3,3,4.0,3.0,3.0
29,1,Travel_Rarely,Human Resources,3,5,Life Sciences,3394,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,0,2,3,4.0,1.0,3.0
33,0,Travel_Rarely,Research & Development,2,2,Technical Degree,3395,Male,2,Laboratory Technician,Single,34790,3.0,12,0,5.0,3,3,0,2,3,3,2.0,4.0,3.0
45,0,Travel_Rarely,Research & Development,26,1,Medical,3396,Female,3,Healthcare Representative,Divorced,27940,3.0,19,1,8.0,2,5,0,2,3,3,4.0,4.0,3.0
50,0,Travel_Rarely,Sales,10,1,Life Sciences,3397,Female,1,Manufacturing Director,Divorced,52490,9.0,21,2,32.0,2,5,1,3,2,4,4.0,4.0,2.0
33,0,Travel_Frequently,Sales,1,3,Marketing,3398,Male,2,Human Resources,Married,21760,1.0,14,1,6.0,2,6,1,2,2,3,3.0,2.0,3.0
41,0,Travel_Frequently,Sales,11,3,Other,3399,Male,1,Laboratory Technician,Divorced,168720,2.0,15,1,21.0,2,18,0,11,3,3,1.0,3.0,4.0
27,0,Travel_Rarely,Research & Development,20,4,Other,3400,Male,2,Manufacturing Director,Married,34850,9.0,17,2,4.0,2,2,2,2,3,3,3.0,2.0,3.0
45,0,Non-Travel,Sales,2,3,Medical,3401,Female,1,Sales Executive,Married,66440,1.0,12,0,9.0,3,9,0,8,4,3,4.0,1.0,3.0
47,0,Travel_Rarely,Sales,18,4,Medical,3402,Female,2,Research Scientist,Single,55820,1.0,16,0,9.0,3,9,0,7,3,3,4.0,4.0,3.0
30,1,Travel_Rarely,Sales,2,3,Life Sciences,3403,Male,2,Healthcare Representative,Married,40000,4.0,12,0,7.0,5,5,0,1,2,3,1.0,3.0,3.0
50,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3404,Female,2,Sales Executive,Married,134960,3.0,18,1,22.0,3,12,1,5,3,3,4.0,3.0,3.0
38,0,Travel_Frequently,Research & Development,13,3,Technical Degree,3405,Male,1,Manufacturing Director,Married,32100,0.0,17,2,3.0,5,2,0,2,2,3,3.0,3.0,2.0
46,0,Travel_Rarely,Research & Development,28,3,Medical,3406,Female,3,Human Resources,Divorced,190450,6.0,11,3,13.0,2,8,0,7,3,3,4.0,3.0,3.0
24,0,Travel_Rarely,Sales,28,3,Life Sciences,3407,Female,1,Healthcare Representative,Divorced,118490,1.0,16,1,5.0,3,4,3,2,3,3,4.0,3.0,3.0
35,1,Travel_Rarely,Sales,24,3,Medical,3408,Male,3,Healthcare Representative,Divorced,20700,1.0,13,3,5.0,1,4,0,2,2,3,3.0,2.0,1.0
31,0,Travel_Frequently,Research & Development,5,2,Technical Degree,3409,Male,2,Sales Executive,Married,65020,1.0,12,0,4.0,3,4,0,3,3,3,3.0,1.0,3.0
18,0,Non-Travel,Sales,5,4,Other,3410,Male,2,Manager,Single,32300,1.0,12,1,0.0,3,0,0,0,3,3,2.0,4.0,3.0
54,0,Travel_Rarely,Sales,23,3,Medical,3411,Female,1,Laboratory Technician,Married,136030,8.0,13,1,22.0,2,10,0,8,3,3,3.0,3.0,3.0
35,0,Travel_Rarely,Research & Development,6,4,Medical,3412,Female,1,Manufacturing Director,Divorced,119960,1.0,19,2,16.0,3,16,10,1,3,3,3.0,3.0,2.0
30,0,Travel_Rarely,Research & Development,4,3,Life Sciences,3413,Female,5,Healthcare Representative,Married,56050,0.0,12,1,9.0,0,8,1,7,2,3,2.0,1.0,2.0
20,1,Travel_Rarely,Research & Development,2,2,Life Sciences,3414,Female,2,Research Scientist,Single,63970,1.0,17,1,1.0,3,1,0,0,3,3,4.0,1.0,3.0
30,1,Travel_Frequently,Research & Development,8,4,Medical,3415,Male,1,Sales Executive,Single,191440,0.0,11,0,4.0,3,3,1,2,3,3,2.0,2.0,3.0
26,0,Travel_Rarely,Sales,1,3,Marketing,3416,Female,2,Research Scientist,Married,175840,1.0,20,0,8.0,2,8,1,3,3,4,4.0,4.0,3.0
22,0,Travel_Rarely,Research & Development,8,3,Other,3417,Male,2,Sales Representative,Married,49070,1.0,21,1,4.0,2,4,1,1,3,4,2.0,1.0,2.0
48,0,Travel_Rarely,Human Resources,2,4,Medical,3418,Male,2,Sales Executive,Single,45540,2.0,11,2,19.0,3,2,2,2,3,3,1.0,3.0,3.0
48,0,Travel_Rarely,Sales,3,3,Medical,3419,Male,1,Research Director,Single,54150,7.0,11,1,27.0,1,15,4,8,3,3,3.0,3.0,3.0
41,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3420,Male,2,Research Scientist,Single,47410,6.0,16,0,8.0,3,2,2,1,3,3,4.0,3.0,3.0
39,0,Travel_Rarely,Sales,2,3,Life Sciences,3421,Male,3,Human Resources,Married,21150,1.0,18,0,21.0,3,21,11,8,4,3,4.0,4.0,3.0
27,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3422,Male,2,Human Resources,Married,31610,0.0,13,2,4.0,0,3,2,2,3,3,1.0,4.0,3.0
35,0,Travel_Rarely,Sales,24,3,Medical,3423,Male,5,Sales Executive,Divorced,57450,1.0,17,3,3.0,4,3,1,2,3,3,2.0,4.0,2.0
42,0,Travel_Rarely,Research & Development,23,4,Other,3424,Male,1,Research Scientist,Married,23730,6.0,14,1,21.0,3,1,0,0,4,3,4.0,3.0,4.0
50,0,Travel_Rarely,Sales,27,3,Medical,3425,Male,2,Sales Executive,Married,33100,4.0,22,1,8.0,3,1,0,0,4,4,1.0,4.0,3.0
59,0,Travel_Rarely,Research & Development,16,4,Medical,3426,Female,5,Laboratory Technician,Single,186650,3.0,12,0,30.0,3,5,4,3,2,3,3.0,4.0,3.0
37,1,Travel_Rarely,Sales,15,3,Marketing,3427,Male,2,Laboratory Technician,Married,44850,5.0,11,1,15.0,2,1,0,0,4,3,1.0,2.0,1.0
55,0,Travel_Frequently,Research & Development,26,2,Life Sciences,3428,Female,2,Sales Executive,Married,27890,3.0,13,1,17.0,2,8,6,7,2,3,3.0,2.0,3.0
41,0,Non-Travel,Research & Development,19,1,Life Sciences,3429,Male,2,Research Scientist,Divorced,58280,1.0,13,0,21.0,0,21,5,10,3,3,2.0,3.0,3.0
38,0,Travel_Rarely,Research & Development,24,2,Other,3430,Female,1,Laboratory Technician,Single,23260,8.0,14,0,19.0,3,1,0,0,4,3,2.0,4.0,3.0
26,1,Non-Travel,Research & Development,21,1,Life Sciences,3431,Female,1,Manufacturing Director,Single,135250,8.0,17,1,7.0,4,2,2,2,2,3,2.0,1.0,3.0
52,1,Travel_Rarely,Research & Development,5,4,Medical,3432,Female,4,Human Resources,Married,14200,1.0,13,1,33.0,2,32,6,9,4,3,1.0,4.0,3.0
44,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3433,Female,1,Healthcare Representative,Married,80200,3.0,11,1,23.0,2,12,11,11,3,3,4.0,4.0,3.0
50,0,Non-Travel,Human Resources,2,2,Life Sciences,3434,Male,1,Laboratory Technician,Married,36880,0.0,11,0,19.0,3,18,0,13,2,3,4.0,3.0,3.0
36,1,Travel_Rarely,Sales,2,4,Technical Degree,3435,Male,4,Sales Executive,Single,54820,1.0,18,0,18.0,3,17,15,14,3,3,3.0,1.0,3.0
39,0,Travel_Frequently,Sales,11,3,Marketing,3436,Male,1,Sales Executive,Single,160150,1.0,11,0,21.0,3,21,2,8,4,3,4.0,1.0,3.0
33,0,Non-Travel,Sales,9,2,Technical Degree,3437,Male,5,Sales Representative,Single,12000,0.0,11,1,3.0,3,2,2,2,3,3,2.0,4.0,2.0
45,0,Travel_Rarely,Research & Development,7,2,Other,3438,Male,1,Human Resources,Married,56610,3.0,12,0,26.0,2,9,1,1,2,3,4.0,4.0,4.0
32,0,Non-Travel,Research & Development,15,3,Medical,3439,Male,2,Manager,Single,69290,9.0,20,0,10.0,6,8,7,7,1,4,4.0,3.0,3.0
34,0,Travel_Rarely,Sales,6,4,Marketing,3440,Male,2,Research Director,Divorced,96130,0.0,12,1,16.0,5,15,0,9,2,3,2.0,4.0,2.0
59,0,Travel_Rarely,Research & Development,5,3,Life Sciences,3441,Male,2,Research Scientist,Married,56740,3.0,12,0,14.0,6,6,0,4,3,3,2.0,4.0,1.0
45,0,Travel_Rarely,Research & Development,16,1,Medical,3442,Male,2,Sales Executive,Single,54840,1.0,20,3,6.0,6,6,0,4,3,4,2.0,2.0,3.0
53,0,Travel_Frequently,Sales,8,2,Medical,3443,Male,2,Research Scientist,Married,120610,2.0,20,1,30.0,2,15,6,12,4,4,3.0,2.0,3.0
36,1,Travel_Rarely,Research & Development,7,2,Life Sciences,3444,Female,1,Research Scientist,Divorced,56600,7.0,12,0,9.0,3,1,0,0,3,3,1.0,3.0,2.0
26,1,Travel_Frequently,Sales,2,3,Life Sciences,3445,Male,2,Research Scientist,Married,48210,6.0,14,2,6.0,2,3,1,2,3,3,1.0,1.0,3.0
34,0,Travel_Rarely,Research & Development,2,2,Life Sciences,3446,Male,1,Sales Representative,Married,64100,1.0,13,1,1.0,5,1,0,0,2,3,3.0,3.0,3.0
28,0,Travel_Rarely,Research & Development,10,3,Other,3447,Male,2,Sales Representative,Married,52100,1.0,15,0,1.0,1,1,0,0,4,3,4.0,2.0,3.0
38,0,Travel_Frequently,Sales,9,4,Medical,3448,Male,2,Research Scientist,Married,26950,3.0,14,1,8.0,4,2,2,2,1,3,3.0,3.0,3.0
50,0,Travel_Rarely,Research & Development,5,4,Life Sciences,3449,Male,1,Sales Executive,Married,118780,2.0,13,1,29.0,2,8,7,7,3,3,2.0,3.0,2.0
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3450,Male,1,Laboratory Technician,Single,170680,3.0,23,0,8.0,6,4,0,1,3,4,4.0,2.0,2.0
40,0,Travel_Rarely,Human Resources,2,3,Medical,3451,Male,5,Sales Executive,Married,24550,1.0,15,1,8.0,2,7,7,5,3,3,3.0,1.0,2.0
26,0,Travel_Frequently,Research & Development,3,3,Medical,3452,Male,2,Laboratory Technician,Divorced,139640,1.0,11,2,5.0,1,5,1,3,2,3,1.0,3.0,3.0
46,0,Travel_Rarely,Research & Development,2,1,Medical,3453,Female,3,Research Scientist,Divorced,49410,9.0,13,2,23.0,2,2,2,2,2,3,4.0,4.0,3.0
